Product Title,Image URL,Category,Collection,Price PKR
Blue Pottery Italian Dry Fruit Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/italian-dry-fruit-dish2.jpg?v=1771904130,Serving Dishes,Blue Pattern,40.00
Blue Pottery Italian Salad Dish Color,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/italian-dish-set-1-1.jpg?v=1771904129,Serving Dishes,Blue Pattern,44.00
Butter Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/Small-blue-ceramic-butter-dish.jpg?v=1771904117,Serving Dishes,Other Collections,40.00
Blue Flower Large Serving Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/20241211_164917_2.jpg?v=1771904112,Serving Dishes,Blue Pattern,48.00
Serina Blue Large Handi with Lid,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/20241211_170013_1.jpg?v=1771904111,Serving Dishes,Blue Pattern,50.00
Blue Celico Round Serving Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/20241212_132208_1.jpg?v=1771904108,Serving Dishes,Blue Pattern,35.00
Blue Felicity Mini Serving Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/20241212_131845_2.jpg?v=1771904105,Serving Dishes,Blue Pattern,15.85
Blue Serina Mini Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/20241212_130141_2_670a47d6-2014-4bee-a925-848d9f50b0fc.jpg?v=1771904104,Serving Dishes,Blue Pattern,38.00
Blue Felicity Long Serving Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/20241212_125737_1.jpg?v=1771904101,Serving Dishes,Blue Pattern,80.00
Blue Celico Serving Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/20241212_125319_1.jpg?v=1771904101,Serving Dishes,Blue Pattern,20.00
Serina Blue Raita Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/20241211_171446_1.jpg?v=1771904100,Serving Dishes,Blue Pattern,43.00
Tranquility Mini Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/20241211_171402_1.jpg?v=1771904099,Serving Dishes,Other Collections,45.00
Blue Flower Flat Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/20241212_143314_1_2286a481-0c7a-4fb5-bf53-f0a04bd52df3.jpg?v=1771904088,Serving Dishes,Blue Pattern,50.00
Serina Blue Round Serving Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/20241212_150704_1.jpg?v=1771904087,Serving Dishes,Blue Pattern,50.00
Serina Blue Square Serving Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/20241212_150800_1.jpg?v=1771904086,Serving Dishes,Blue Pattern,42.00
Blue Flower Medium Cover Pot,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/20241212_144349_1.jpg?v=1771904084,Serving Dishes,Blue Pattern,52.00
Blue Pottery Tray – Butter Dark Blue Design 1,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/2356bb90-eb15-11ec-b7d8-9be52736023e-768x768.jpg?v=1771904080,Serving Dishes,Blue Pattern,65.00
Shai Dry Fruit Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/Chatni-Bowl-Set-1.jpg?v=1771904070,Serving Dishes,Other Collections,75.00
Shahi Handi Serving,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/Shahi-Handi-Serving.jpg?v=1771904068,Serving Dishes,Other Collections,55.00
Serving Karahi Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/Serving-Karahi-Set-1-1.jpg?v=1771904068,Serving Dishes,Other Collections,85.00
Rectangle Serving Tray Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/Rectangle-Serving-Tray-Set.jpg?v=1771904066,Serving Dishes,Other Collections,80.00
Dry Fruit Set 6 Pieces,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/wmremove-transformed_1.jpg?v=1771904064,Serving Dishes,Other Collections,48.00
Cake Stand,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/wmremove-transformed.jpg?v=1771904063,Serving Dishes,Other Collections,38.00
Butter Dish Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/Butter-Dish-Set.jpg?v=1771904062,Serving Dishes,Other Collections,64.00
Dry Fruit Dish-III,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/li8MgfpecClpIdfZxMInuZDnxllzQXwSTglKH0wm-removebg-preview.png?v=1771904053,Serving Dishes,Other Collections,35.00
Long Dish II,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/vvjSzYRfDMuKSoyh2RHz0caqBuiaNaCqdppgVYfx-removebg-preview.png?v=1771904051,Serving Dishes,Other Collections,46.00
Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/J8LaKw9jAYto1xH9liGNeyIue4eunwAWUcHQleUK-removebg-preview.png?v=1771904030,Serving Dishes,Other Collections,38.00
Ceramic Jug,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/xMGFKNjcArlU8OtLdXnA7r9dDiaxMHjXHAbKq5Bp-removebg-preview.png?v=1771904029,Serving Dishes,Other Collections,36.00
Ceramic Rice Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/hlTOsMnHScMCfY1q4NbjJ2reY1wu2ha4shqmNcsy-removebg-preview.png?v=1771904028,Serving Dishes,Other Collections,44.00
Salad Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/xYYw45ACKFJoxfEwXeClFfnEQFktZ92FEjwHhiQQ-removebg-preview.png?v=1771904024,Serving Dishes,Other Collections,50.00
Dish Rectangular Shape,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/XP1bOjFCgXwaLdEmuH66TTiUF2aS2lK2NrB82744-removebg-preview.png?v=1771904024,Serving Dishes,Other Collections,46.00
Gravy Boats,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/ZrD7KAfg7EnieZSVOJOu6UXFa6QU0kX3OAdRPbFf-removebg-preview.png?v=1771904015,Serving Dishes,Other Collections,40.00
Balla Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/sRdTc0regYoQPrh6ZZyu443itOo98aUTd2Roy61a-removebg-preview.png?v=1771903999,Serving Dishes,Other Collections,24.00
Yogurt Bowl,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/qbbm7nOpyvX9RJJfU8aGvz48GLNUvqSfGzT7QzIJ_we-removebg-preview.png?v=1771903992,Serving Dishes,Other Collections,44.00
Blue Pattern Small Square Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/929603FD-FD1B-4DE9-9CDB-84E6ECE0544C.jpg?v=1771903990,Serving Dishes,Blue Pattern,8.91
Light Serina Blue Oval Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/FC425261-121D-4E83-B81F-8F249DE6262B.jpg?v=1771903986,Serving Dishes,Blue Pattern,55.00
Breeze Blue Oval Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/981839B7-2E4C-4318-A113-283349D9E8E1.jpg?v=1771903985,Serving Dishes,Blue Pattern,48.00
Blue Pattern Raita Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/A3E83167-FFB4-4950-B1EC-8B465A79BC8C.jpg?v=1771903983,Serving Dishes,Blue Pattern,7.12
Ocean Blue Serving Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/18EFA7F4-CB17-4975-A588-BC0C5F1CEBF3.jpg?v=1771903977,Serving Dishes,Blue Pattern,55.00
Breeze Blue Large Handi,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/8A9A05DF-AD92-4BD5-96C7-6178D844AB06.jpg?v=1771903975,Serving Dishes,Blue Pattern,48.00
Breeze Blue Small Handi,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/B05E811B-D47F-487F-B142-B378DE2B8726.jpg?v=1771903975,Serving Dishes,Blue Pattern,38.00
Breeze Blue Cover Pot,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/E165E5EC-254C-41EE-9B47-79AAE503A8DF.jpg?v=1771903973,Serving Dishes,Blue Pattern,50.00
Breeze Blue Large Rectangle Dish,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/CAACB51A-3117-4AF1-B0B9-1DADC81EA245.jpg?v=1771903969,Serving Dishes,Blue Pattern,50.00
Mug Large - Set of 2,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/MugLarge-Setof2.jpg?v=1773070762,Tea Sets,Other Collections,28.00
Ceramics Floral Tea Set (MC-II),https://cdn.shopify.com/s/files/1/0864/7006/6210/files/WhatsAppImage2025-02-08at14.44.46-removebg-preview.png?v=1771904397,Tea Sets,Other Collections,100.00
Ceramics Red Tea Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/IMAGE-EDIT_c0363bb1-8f67-42d4-90c5-4bd754e96b96-removebg-preview.png?v=1771904396,Tea Sets,Other Collections,100.00
eramics Floral Tea Set (YC),https://cdn.shopify.com/s/files/1/0864/7006/6210/files/30-removebg-preview_7d1f8b3c-7938-4a8a-b714-6a01c06c2e14.png?v=1771904395,Tea Sets,Other Collections,100.00
Ceramic Floral Tea Set 3,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/186-removebg-preview.png?v=1771904394,Tea Sets,Other Collections,100.00
Ceramic Floral Tea Set 2,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/185-removebg-preview.png?v=1771904393,Tea Sets,Other Collections,100.00
Ceramic Floral Tea Set (MC-1),https://cdn.shopify.com/s/files/1/0864/7006/6210/files/187-removebg-preview.png?v=1771904392,Tea Sets,Other Collections,100.00
Ceramic Floral Tea Set (BC-P),https://cdn.shopify.com/s/files/1/0864/7006/6210/files/188-removebg-preview.png?v=1771904391,Tea Sets,Other Collections,100.00
Ceramic Floral Desert Art Tea Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/182-removebg-preview.png?v=1771904389,Tea Sets,Other Collections,110.00
Ceramic Coffee Mug,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/15p.png?v=1771904352,Tea Sets,Other Collections,15.00
Water Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/9.png?v=1771904344,Tea Sets,Other Collections,75.00
Setof 6 Classic Blue Mugs,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/DSC-1107_200x200-removebg-preview.png?v=1771904318,Tea Sets,Blue Pattern,61.44
Wine Glass,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/81-removebg-preview.png?v=1771904298,Tea Sets,Other Collections,28.00
Cherry Glass Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/80-removebg-preview.png?v=1771904297,Tea Sets,Other Collections,23.87
Wine Glass Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/72-removebg-preview.png?v=1771904287,Tea Sets,Other Collections,28.00
Gawa Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/69-removebg-preview.png?v=1771904281,Tea Sets,Other Collections,85.00
Vine Glass Set (6 piecs),https://cdn.shopify.com/s/files/1/0864/7006/6210/files/58-removebg-preview.png?v=1771904264,Tea Sets,Other Collections,60.00
Vine Glass Pair,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/53-removebg-preview.png?v=1771904256,Tea Sets,Other Collections,28.00
Wine Glass,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/25-removebg-preview.png?v=1771904226,Tea Sets,Other Collections,18.00
Wine Glass Pair,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/24-removebg-preview.png?v=1771904225,Tea Sets,Other Collections,28.00
Gawa Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/19-removebg-preview.png?v=1771904219,Tea Sets,Other Collections,85.00
Blue Pottery Mug With Lid,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/artcitihome-mug-lid-d1b.jpg?v=1771904134,Tea Sets,Blue Pattern,24.00
Traditional Blue Pottery Tea Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/8-Person-Blue-Pottery-Tea-Set.jpg?v=1771904119,Tea Sets,Blue Pattern,115.00
Tranquility Tea Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/20241212_175750_1.jpg?v=1771904091,Tea Sets,Other Collections,105.00
Serina Blue Tea Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/teaset.jpg?v=1771904082,Tea Sets,Blue Pattern,115.00
Blue Pottery Kawa Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/image_1024x1024_2x_174c1426-1647-4ff5-b0f7-e277f417b036.jpg?v=1771904080,Tea Sets,Blue Pattern,100.00
Gava Arabian Tea Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/FA023.jpg?v=1771904076,Tea Sets,Other Collections,90.00
Serina Blue Tea Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/ceramics-serina-blue-tea-set-28000557170770.jpg?v=1771904071,Tea Sets,Blue Pattern,115.00
Cup,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/aklh5ej4sevWzQico2dedUl0HQIKn691HphZuwzW-removebg-preview.png?v=1771904055,Tea Sets,Other Collections,18.00
Tea Pot,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/xtXjr0GGIzYMXG9UfV5J7PcryXHHvISgnSECHGoh-removebg-preview.png?v=1771904043,Tea Sets,Other Collections,43.00
Juice Mug,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/P4IqFinBDXJm1j5quye58hQsBpLhHIkJYiN3rVyZ-removebg-preview.png?v=1771904028,Tea Sets,Other Collections,16.00
Breeze Blue Tea Set,https://cdn.shopify.com/s/files/1/0864/7006/6210/files/3B66C377-5B60-4ED3-8CCE-C46DAD6A69CE.jpg?v=1771903984,Tea Sets,Blue Pattern,100.00
